,title,label,new_title,Tokeniz,new_title2,stemmed_title
1143,4 Fakta Kemarau Datang Terlambat di 2024,hard,fakta kemarau datang terlambat di,"['fakta', 'kemarau', 'datang', 'terlambat', 'di']","['fakta', 'kemarau', 'terlambat']","['fakta', 'kemarau', 'lambat']"
1144,Gekrafs Dorong Nusantara Exposition: Pondasi Ekonomi Kreatif Indonesia di IKN,soft,gekrafs dorong nusantara exposition pondasi ekonomi kreatif indonesia di ikn,"['gekrafs', 'dorong', 'nusantara', 'exposition', 'pondasi', 'ekonomi', 'kreatif', 'indonesia', 'di', 'ikn']","['gekrafs', 'dorong', 'nusantara', 'exposition', 'pondasi', 'ekonomi', 'kreatif', 'ikn']","['gekrafs', 'dorong', 'nusantara', 'exposition', 'pondasi', 'ekonomi', 'kreatif', 'ikn']"
1145,Pengemudi Porsche Ngebut 130 Km/Jam Tabrak Livina di Tol Sidoarjo,hard,pengemudi porsche ngebut kmjam tabrak livina di tol sidoarjo,"['pengemudi', 'porsche', 'ngebut', 'kmjam', 'tabrak', 'livina', 'di', 'tol', 'sidoarjo']","['pengemudi', 'porsche', 'ngebut', 'kmjam', 'tabrak', 'livina', 'tol', 'sidoarjo']","['kemudi', 'porsche', 'ngebut', 'kmjam', 'tabrak', 'livina', 'tol', 'sidoarjo']"
1146,KPU Lanjut Rekap Suara Nasional Sisa 5 Provinsi Besok: Jabar hingga Papua,hard,kpu lanjut rekap suara nasional sisa provinsi besok jabar hingga papua,"['kpu', 'lanjut', 'rekap', 'suara', 'nasional', 'sisa', 'provinsi', 'besok', 'jabar', 'hingga', 'papua']","['kpu', 'rekap', 'suara', 'nasional', 'sisa', 'provinsi', 'besok', 'jabar', 'papua']","['kpu', 'rekap', 'suara', 'nasional', 'sisa', 'provinsi', 'besok', 'jabar', 'papua']"
1147,Pernyataan Kemlu hingga TNI Respons Klaim Rusia soal Tentara Bayaran,hard,pernyataan kemlu hingga tni respons klaim rusia soal tentara bayaran,"['pernyataan', 'kemlu', 'hingga', 'tni', 'respons', 'klaim', 'rusia', 'soal', 'tentara', 'bayaran']","['pernyataan', 'kemlu', 'tni', 'respons', 'klaim', 'rusia', 'tentara', 'bayaran']","['nyata', 'kemlu', 'tni', 'respons', 'klaim', 'rusia', 'tentara', 'bayar']"
1148,"DPP-Dewan Pakar MKGR Gelar Rapat, Usul Airlangga Kembali Jadi Ketum Golkar",hard,dppdewan pakar mkgr gelar rapat usul airlangga kembali jadi ketum golkar,"['dppdewan', 'pakar', 'mkgr', 'gelar', 'rapat', 'usul', 'airlangga', 'kembali', 'jadi', 'ketum', 'golkar']","['dppdewan', 'pakar', 'mkgr', 'gelar', 'rapat', 'usul', 'ketum', 'golkar']","['dppdewan', 'pakar', 'mkgr', 'gelar', 'rapat', 'usul', 'tum', 'golkar']"
1149,Libur Lebaran 2024 Total Berapa Hari? Simak Daftar Tanggalnya,soft,libur lebaran total berapa hari simak daftar tanggalnya,"['libur', 'lebaran', 'total', 'berapa', 'hari', 'simak', 'daftar', 'tanggalnya']","['libur', 'lebaran', 'total', 'simak', 'daftar', 'tanggalnya']","['libur', 'lebaran', 'total', 'simak', 'daftar', 'tanggal']"
1150,"Skema Ganjil-Genap saat Lebaran Diawasi ETLE, Pelanggar Bisa Kena Tilang",hard,skema ganjilgenap saat lebaran diawasi etle pelanggar bisa kena tilang,"['skema', 'ganjilgenap', 'saat', 'lebaran', 'diawasi', 'etle', 'pelanggar', 'bisa', 'kena', 'tilang']","['skema', 'ganjilgenap', 'lebaran', 'diawasi', 'etle', 'pelanggar', 'kena', 'tilang']","['skema', 'ganjilgenap', 'lebaran', 'awas', 'etle', 'langgar', 'kena', 'tilang']"
1151,Menag Jelaskan soal KUA buat Pernikahan Semua Agama: Konteksnya Administrasi,hard,menag jelaskan soal kua buat pernikahan semua agama konteksnya administrasi,"['menag', 'jelaskan', 'soal', 'kua', 'buat', 'pernikahan', 'semua', 'agama', 'konteksnya', 'administrasi']","['menag', 'kua', 'pernikahan', 'agama', 'konteksnya', 'administrasi']","['menag', 'kua', 'nikah', 'agama', 'konteks', 'administrasi']"
1152,Polres Jakut Tangkap 23 Tersangka Street Crime dalam Operasi Pekat Jaya 2024,hard,polres jakut tangkap tersangka street crime dalam operasi pekat jaya,"['polres', 'jakut', 'tangkap', 'tersangka', 'street', 'crime', 'dalam', 'operasi', 'pekat', 'jaya']","['polres', 'jakut', 'tangkap', 'tersangka', 'street', 'crime', 'operasi', 'pekat', 'jaya']","['polres', 'jakut', 'tangkap', 'sangka', 'street', 'crime', 'operasi', 'pekat', 'jaya']"
1153,"Warga Jaktim Nabun Sampah Lalu Api Membesar, Kandang Ayam dan Soang Tersambar",hard,warga jaktim nabun sampah lalu api membesar kandang ayam dan soang tersambar,"['warga', 'jaktim', 'nabun', 'sampah', 'lalu', 'api', 'membesar', 'kandang', 'ayam', 'dan', 'soang', 'tersambar']","['jaktim', 'nabun', 'sampah', 'api', 'membesar', 'kandang', 'ayam', 'soang', 'tersambar']","['jaktim', 'nabun', 'sampah', 'api', 'besar', 'kandang', 'ayam', 'soang', 'sambar']"
1154,Rekapitulasi Nasional: Prabowo-Gibran Menang di Papua Barat Daya,hard,rekapitulasi nasional prabowogibran menang di papua barat daya,"['rekapitulasi', 'nasional', 'prabowogibran', 'menang', 'di', 'papua', 'barat', 'daya']","['rekapitulasi', 'nasional', 'menang', 'papua', 'barat', 'daya']","['rekapitulasi', 'nasional', 'menang', 'papua', 'barat', 'daya']"
1155,Kapolres Jaksel Beri Reward Polsek Mampang Respons Cepat Laporan Warga,hard,kapolres jaksel beri reward polsek mampang respons cepat laporan warga,"['kapolres', 'jaksel', 'beri', 'reward', 'polsek', 'mampang', 'respons', 'cepat', 'laporan', 'warga']","['kapolres', 'jaksel', 'reward', 'polsek', 'mampang', 'respons', 'cepat', 'laporan']","['kapolres', 'jaksel', 'reward', 'polsek', 'mampang', 'respons', 'cepat', 'lapor']"
1156,"Bupati Koltim Lantik Pejabat Lingkup Pemda, Harap Bekerja Maksimal",hard,bupati koltim lantik pejabat lingkup pemda harap bekerja maksimal,"['bupati', 'koltim', 'lantik', 'pejabat', 'lingkup', 'pemda', 'harap', 'bekerja', 'maksimal']","['bupati', 'koltim', 'lantik', 'pejabat', 'lingkup', 'pemda', 'harap', 'maksimal']","['bupati', 'koltim', 'lantik', 'jabat', 'lingkup', 'pemda', 'harap', 'maksimal']"
1157,"Menag Ingatkan Umrah Backpacker Berisiko, Akui Komunikasi dengan Arab Saudi",hard,menag ingatkan umrah backpacker berisiko akui komunikasi dengan arab saudi,"['menag', 'ingatkan', 'umrah', 'backpacker', 'berisiko', 'akui', 'komunikasi', 'dengan', 'arab', 'saudi']","['menag', 'ingatkan', 'umrah', 'backpacker', 'berisiko', 'akui', 'komunikasi', 'arab', 'saudi']","['menag', 'ingat', 'umrah', 'backpacker', 'risiko', 'aku', 'komunikasi', 'arab', 'saudi']"
1158,Petaka Tembok Ambruk di Jaksel Timpa Sekeluarga,hard,petaka tembok ambruk di jaksel timpa sekeluarga,"['petaka', 'tembok', 'ambruk', 'di', 'jaksel', 'timpa', 'sekeluarga']","['petaka', 'tembok', 'ambruk', 'jaksel', 'timpa', 'sekeluarga']","['petaka', 'tembok', 'ambruk', 'jaksel', 'timpa', 'keluarga']"
1159,"8 Fraksi DPR Sepakat RUU DKJ Dibawa ke Paripurna, PKS Menolak",hard,fraksi dpr sepakat ruu dkj dibawa ke paripurna pks menolak,"['fraksi', 'dpr', 'sepakat', 'ruu', 'dkj', 'dibawa', 'ke', 'paripurna', 'pks', 'menolak']","['fraksi', 'dpr', 'sepakat', 'ruu', 'dkj', 'dibawa', 'paripurna', 'pks', 'menolak']","['fraksi', 'dpr', 'sepakat', 'ruu', 'dkj', 'bawa', 'paripurna', 'pks', 'tolak']"
1160,Tersangka Kasus TPPO di Apartemen Jaksel Ternyata Eks TKI,hard,tersangka kasus tppo di apartemen jaksel ternyata eks tki,"['tersangka', 'kasus', 'tppo', 'di', 'apartemen', 'jaksel', 'ternyata', 'eks', 'tki']","['tersangka', 'tppo', 'apartemen', 'jaksel', 'eks', 'tki']","['sangka', 'tppo', 'apartemen', 'jaksel', 'eks', 'tki']"
1161,Kata Pakar soal 2 Alat Bukti Usai Praperadilan Crazy Rich Surabaya Tak Diterima,hard,kata pakar soal alat bukti usai praperadilan crazy rich surabaya tak diterima,"['kata', 'pakar', 'soal', 'alat', 'bukti', 'usai', 'praperadilan', 'crazy', 'rich', 'surabaya', 'tak', 'diterima']","['pakar', 'alat', 'bukti', 'praperadilan', 'crazy', 'rich', 'surabaya', 'diterima']","['pakar', 'alat', 'bukti', 'praperadilan', 'crazy', 'rich', 'surabaya', 'terima']"
1162,Polisi Ungkap Penyebab Macet Parah di Jalan Alternatif Cibubur,hard,polisi ungkap penyebab macet parah di jalan alternatif cibubur,"['polisi', 'ungkap', 'penyebab', 'macet', 'parah', 'di', 'jalan', 'alternatif', 'cibubur']","['polisi', 'penyebab', 'macet', 'parah', 'jalan', 'alternatif', 'cibubur']","['polisi', 'sebab', 'macet', 'parah', 'jalan', 'alternatif', 'cibubur']"
1163,Polisi: Penyalur TKI Ilegal di Jaksel Kerja Sama dengan Mr M di Saudi,hard,polisi penyalur tki ilegal di jaksel kerja sama dengan mr m di saudi,"['polisi', 'penyalur', 'tki', 'ilegal', 'di', 'jaksel', 'kerja', 'sama', 'dengan', 'mr', 'm', 'di', 'saudi']","['polisi', 'penyalur', 'tki', 'ilegal', 'jaksel', 'kerja', 'mr', 'saudi']","['polisi', 'salur', 'tki', 'ilegal', 'jaksel', 'kerja', 'mr', 'saudi']"
1164,"Jalan Alternatif Cibubur Macet Parah, Lalu Lintas Tak Bergerak",hard,jalan alternatif cibubur macet parah lalu lintas tak bergerak,"['jalan', 'alternatif', 'cibubur', 'macet', 'parah', 'lalu', 'lintas', 'tak', 'bergerak']","['jalan', 'alternatif', 'cibubur', 'macet', 'parah', 'lintas', 'bergerak']","['jalan', 'alternatif', 'cibubur', 'macet', 'parah', 'lintas', 'gerak']"
1165,"Ikut Rakor Persiapan Mudik, Walkot Cilegon Jamin Persiapan Lebih Matang",hard,ikut rakor persiapan mudik walkot cilegon jamin persiapan lebih matang,"['ikut', 'rakor', 'persiapan', 'mudik', 'walkot', 'cilegon', 'jamin', 'persiapan', 'lebih', 'matang']","['rakor', 'persiapan', 'mudik', 'walkot', 'cilegon', 'jamin', 'persiapan', 'matang']","['rakor', 'siap', 'mudik', 'walkot', 'cilegon', 'jamin', 'siap', 'matang']"
1166,Kabar Terkini Bocah Minta Telolet Tewas Terlindas Bus Diusut Polisi,hard,kabar terkini bocah minta telolet tewas terlindas bus diusut polisi,"['kabar', 'terkini', 'bocah', 'minta', 'telolet', 'tewas', 'terlindas', 'bus', 'diusut', 'polisi']","['kabar', 'terkini', 'bocah', 'telolet', 'tewas', 'terlindas', 'bus', 'diusut', 'polisi']","['kabar', 'kini', 'bocah', 'telolet', 'tewas', 'lindas', 'bus', 'usut', 'polisi']"
1167,Suami di Jember Hajar Tetangga Selingkuhan Istri hingga Terluka Parah,hard,suami di jember hajar tetangga selingkuhan istri hingga terluka parah,"['suami', 'di', 'jember', 'hajar', 'tetangga', 'selingkuhan', 'istri', 'hingga', 'terluka', 'parah']","['suami', 'jember', 'hajar', 'tetangga', 'selingkuhan', 'istri', 'terluka', 'parah']","['suami', 'jember', 'hajar', 'tetangga', 'selingkuh', 'istri', 'luka', 'parah']"
1168,Kisah Para Dokter Pertaruhkan Nyawa Selamatkan Orang di Tengah Kepungan Israel,hard,kisah para dokter pertaruhkan nyawa selamatkan orang di tengah kepungan israel,"['kisah', 'para', 'dokter', 'pertaruhkan', 'nyawa', 'selamatkan', 'orang', 'di', 'tengah', 'kepungan', 'israel']","['kisah', 'dokter', 'pertaruhkan', 'nyawa', 'selamatkan', 'orang', 'kepungan', 'israel']","['kisah', 'dokter', 'taruh', 'nyawa', 'selamat', 'orang', 'kepung', 'israel']"
1169,ABRA Dorong Pembentukan Kementerian Kebudayaan: Fokus Tangani Kekayaan Budaya,hard,abra dorong pembentukan kementerian kebudayaan fokus tangani kekayaan budaya,"['abra', 'dorong', 'pembentukan', 'kementerian', 'kebudayaan', 'fokus', 'tangani', 'kekayaan', 'budaya']","['abra', 'dorong', 'pembentukan', 'kementerian', 'kebudayaan', 'fokus', 'tangani', 'kekayaan', 'budaya']","['abra', 'dorong', 'bentuk', 'menteri', 'budaya', 'fokus', 'tangan', 'kaya', 'budaya']"
1170,Kemenhub Fasilitasi Pemulangan Jenazah ABK yang Meninggal di Fiji ke NTT,hard,kemenhub fasilitasi pemulangan jenazah abk yang meninggal di fiji ke ntt,"['kemenhub', 'fasilitasi', 'pemulangan', 'jenazah', 'abk', 'yang', 'meninggal', 'di', 'fiji', 'ke', 'ntt']","['kemenhub', 'fasilitasi', 'pemulangan', 'jenazah', 'abk', 'meninggal', 'fiji', 'ntt']","['kemenhub', 'fasilitas', 'pulang', 'jenazah', 'abk', 'tinggal', 'fiji', 'ntt']"
1171,Adian Napitupulu: Mbak Puan Tak Pernah Tutup Mata Termasuk soal Angket,hard,adian napitupulu mbak puan tak pernah tutup mata termasuk soal angket,"['adian', 'napitupulu', 'mbak', 'puan', 'tak', 'pernah', 'tutup', 'mata', 'termasuk', 'soal', 'angket']","['adian', 'napitupulu', 'mbak', 'puan', 'tutup', 'mata', 'angket']","['adi', 'napitupulu', 'mbak', 'puan', 'tutup', 'mata', 'angket']"
1172,"KPK Soroti Kue Ultah dari Caleg, Ketua KPU: Saya yang Siapin, Dia Ikut Makan",hard,kpk soroti kue ultah dari caleg ketua kpu saya yang siapin dia ikut makan,"['kpk', 'soroti', 'kue', 'ultah', 'dari', 'caleg', 'ketua', 'kpu', 'saya', 'yang', 'siapin', 'dia', 'ikut', 'makan']","['kpk', 'soroti', 'kue', 'ultah', 'caleg', 'ketua', 'kpu', 'siapin', 'makan']","['kpk', 'sorot', 'kue', 'ultah', 'caleg', 'ketua', 'kpu', 'siapin', 'makan']"
1173,"Jelang Penetapan Hasil Pemilu, ADKI: Presiden Terpilih Simbol Kedaulatan Desa",hard,jelang penetapan hasil pemilu adki presiden terpilih simbol kedaulatan desa,"['jelang', 'penetapan', 'hasil', 'pemilu', 'adki', 'presiden', 'terpilih', 'simbol', 'kedaulatan', 'desa']","['jelang', 'penetapan', 'hasil', 'pemilu', 'adki', 'presiden', 'terpilih', 'simbol', 'kedaulatan', 'desa']","['jelang', 'tetap', 'hasil', 'milu', 'adki', 'presiden', 'pilih', 'simbol', 'daulat', 'desa']"
1174,Wapres Ma'ruf Amin Berikan Santunan ke 3.333 Anak Yatim,hard,wapres maruf amin berikan santunan ke anak yatim,"['wapres', 'maruf', 'amin', 'berikan', 'santunan', 'ke', 'anak', 'yatim']","['wapres', 'maruf', 'amin', 'santunan', 'anak', 'yatim']","['wapres', 'maruf', 'amin', 'santun', 'anak', 'yatim']"
1175,"6 PPLN KL Dituntut Hukuman Percobaan, 1 Terdakwa Dituntut 6 Bulan Penjara",hard,ppln kl dituntut hukuman percobaan terdakwa dituntut bulan penjara,"['ppln', 'kl', 'dituntut', 'hukuman', 'percobaan', 'terdakwa', 'dituntut', 'bulan', 'penjara']","['ppln', 'kl', 'dituntut', 'hukuman', 'percobaan', 'terdakwa', 'dituntut', 'penjara']","['ppln', 'kl', 'tuntut', 'hukum', 'coba', 'dakwa', 'tuntut', 'penjara']"
1176,KPU Belum Putuskan Nasib Ratu Wulla Caleg NasDem yang Mundur,hard,kpu belum putuskan nasib ratu wulla caleg nasdem yang mundur,"['kpu', 'belum', 'putuskan', 'nasib', 'ratu', 'wulla', 'caleg', 'nasdem', 'yang', 'mundur']","['kpu', 'putuskan', 'nasib', 'ratu', 'wulla', 'caleg', 'nasdem', 'mundur']","['kpu', 'putus', 'nasib', 'ratu', 'wulla', 'caleg', 'nasdem', 'mundur']"
1177,Pernyataan Lengkap AMIN Usai Prabowo-Gibran Dinyatakan Menang Pilpres,hard,pernyataan lengkap amin usai prabowogibran dinyatakan menang pilpres,"['pernyataan', 'lengkap', 'amin', 'usai', 'prabowogibran', 'dinyatakan', 'menang', 'pilpres']","['pernyataan', 'lengkap', 'amin', 'dinyatakan', 'menang', 'pilpres']","['nyata', 'lengkap', 'amin', 'nyata', 'menang', 'pilpres']"
1178,KPU Minta Maaf Jika Ada Kekurangan Selama Pemilu 2024,hard,kpu minta maaf jika ada kekurangan selama pemilu,"['kpu', 'minta', 'maaf', 'jika', 'ada', 'kekurangan', 'selama', 'pemilu']","['kpu', 'maaf', 'kekurangan', 'pemilu']","['kpu', 'maaf', 'kurang', 'milu']"
1179,Prabowo: Pemilu Kita Terbesar di Dunia yang Dilaksanakan dalam 1 Hari,hard,prabowo pemilu kita terbesar di dunia yang dilaksanakan dalam hari,"['prabowo', 'pemilu', 'kita', 'terbesar', 'di', 'dunia', 'yang', 'dilaksanakan', 'dalam', 'hari']","['pemilu', 'terbesar', 'dunia', 'dilaksanakan']","['milu', 'besar', 'dunia', 'laksana']"
1180,Prabowo: Para Pemimpin Dunia Terkesan Pemilu 2024 Lancar dan Tertib,hard,prabowo para pemimpin dunia terkesan pemilu lancar dan tertib,"['prabowo', 'para', 'pemimpin', 'dunia', 'terkesan', 'pemilu', 'lancar', 'dan', 'tertib']","['pemimpin', 'dunia', 'terkesan', 'pemilu', 'lancar', 'tertib']","['pimpin', 'dunia', 'kes', 'milu', 'lancar', 'tertib']"
1181,"Ditanya Pilih Anies atau Sahroni untuk Pilgub DKI, Ini Kata Surya Paloh",hard,ditanya pilih anies atau sahroni untuk pilgub dki ini kata surya paloh,"['ditanya', 'pilih', 'anies', 'atau', 'sahroni', 'untuk', 'pilgub', 'dki', 'ini', 'kata', 'surya', 'paloh']","['pilih', 'sahroni', 'pilgub', 'surya', 'paloh']","['pilih', 'sahroni', 'pilgub', 'surya', 'paloh']"
1182,Polda Metro soal Situasi Usai Penetapan Pemilu: Jakarta Aman Terkendali,hard,polda metro soal situasi usai penetapan pemilu jakarta aman terkendali,"['polda', 'metro', 'soal', 'situasi', 'usai', 'penetapan', 'pemilu', 'jakarta', 'aman', 'terkendali']","['polda', 'metro', 'situasi', 'penetapan', 'pemilu', 'aman', 'terkendali']","['polda', 'metro', 'situasi', 'tetap', 'milu', 'aman', 'kendali']"
1183,"Dinyatakan Menang Pilpres, Prabowo Ucapkan Terima Kasih ke Rakyat Indonesia",hard,dinyatakan menang pilpres prabowo ucapkan terima kasih ke rakyat indonesia,"['dinyatakan', 'menang', 'pilpres', 'prabowo', 'ucapkan', 'terima', 'kasih', 'ke', 'rakyat', 'indonesia']","['dinyatakan', 'menang', 'pilpres', 'ucapkan', 'terima', 'kasih', 'rakyat']","['nyata', 'menang', 'pilpres', 'ucap', 'terima', 'kasih', 'rakyat']"
1184,"Massa Demo Bubar, Lalin Sekitar KPU Sudah Bisa Dilalui Kendaraan",hard,massa demo bubar lalin sekitar kpu sudah bisa dilalui kendaraan,"['massa', 'demo', 'bubar', 'lalin', 'sekitar', 'kpu', 'sudah', 'bisa', 'dilalui', 'kendaraan']","['massa', 'demo', 'bubar', 'lalin', 'kpu', 'kendaraan']","['massa', 'demo', 'bubar', 'lalin', 'kpu', 'kendara']"
1185,Surya Paloh: Gabung ke Pemerintahan Baru Bukan Prioritas NasDem,hard,surya paloh gabung ke pemerintahan baru bukan prioritas nasdem,"['surya', 'paloh', 'gabung', 'ke', 'pemerintahan', 'baru', 'bukan', 'prioritas', 'nasdem']","['surya', 'paloh', 'gabung', 'pemerintahan', 'prioritas', 'nasdem']","['surya', 'paloh', 'gabung', 'perintah', 'prioritas', 'nasdem']"
1186,Mendagri Sebut Situasi Nasional Relatif Aman Usai Pengumuman Pemilu,hard,mendagri sebut situasi nasional relatif aman usai pengumuman pemilu,"['mendagri', 'sebut', 'situasi', 'nasional', 'relatif', 'aman', 'usai', 'pengumuman', 'pemilu']","['mendagri', 'situasi', 'nasional', 'relatif', 'aman', 'pengumuman', 'pemilu']","['mendagri', 'situasi', 'nasional', 'relatif', 'aman', 'umum', 'milu']"
1187,Mendagri: Saya Lihat Pemilu 2024 Lebih Sejuk Dibanding 2019,hard,mendagri saya lihat pemilu lebih sejuk dibanding,"['mendagri', 'saya', 'lihat', 'pemilu', 'lebih', 'sejuk', 'dibanding']","['mendagri', 'lihat', 'pemilu', 'sejuk', 'dibanding']","['mendagri', 'lihat', 'milu', 'sejuk', 'banding']"
1188,"Polisi Bikin Barikade, Imbau Massa di Depan KPU Bubar",hard,polisi bikin barikade imbau massa di depan kpu bubar,"['polisi', 'bikin', 'barikade', 'imbau', 'massa', 'di', 'depan', 'kpu', 'bubar']","['polisi', 'bikin', 'barikade', 'imbau', 'massa', 'kpu', 'bubar']","['polisi', 'bikin', 'barikade', 'imbau', 'massa', 'kpu', 'bubar']"
1189,"Habib di Bogor Gelar Doa Bareng Warga, Syukuran Kemenangan Prabowo-Gibran",soft,habib di bogor gelar doa bareng warga syukuran kemenangan prabowogibran,"['habib', 'di', 'bogor', 'gelar', 'doa', 'bareng', 'warga', 'syukuran', 'kemenangan', 'prabowogibran']","['habib', 'gelar', 'doa', 'bareng', 'syukuran', 'kemenangan']","['habib', 'gelar', 'doa', 'bareng', 'syukur', 'menang']"
1190,"NasDem Terima Hasil Pilpres, Ucapkan Selamat ke Prabowo-Gibran",hard,nasdem terima hasil pilpres ucapkan selamat ke prabowogibran,"['nasdem', 'terima', 'hasil', 'pilpres', 'ucapkan', 'selamat', 'ke', 'prabowogibran']","['nasdem', 'terima', 'hasil', 'pilpres', 'ucapkan', 'selamat']","['nasdem', 'terima', 'hasil', 'pilpres', 'ucap', 'selamat']"
1191,Wakil Ketua MK Saldi Isra Resmi Buka Pendaftaran Sengketa Pemilu,hard,wakil ketua mk saldi isra resmi buka pendaftaran sengketa pemilu,"['wakil', 'ketua', 'mk', 'saldi', 'isra', 'resmi', 'buka', 'pendaftaran', 'sengketa', 'pemilu']","['wakil', 'ketua', 'mk', 'saldi', 'isra', 'resmi', 'buka', 'pendaftaran', 'sengketa', 'pemilu']","['wakil', 'ketua', 'mk', 'saldi', 'isra', 'resmi', 'buka', 'daftar', 'sengketa', 'milu']"
1192,"KPU Tetapkan Prabowo-Gibran Menang, AMIN Nyatakan Bakal Gugat ke MK",hard,kpu tetapkan prabowogibran menang amin nyatakan bakal gugat ke mk,"['kpu', 'tetapkan', 'prabowogibran', 'menang', 'amin', 'nyatakan', 'bakal', 'gugat', 'ke', 'mk']","['kpu', 'tetapkan', 'menang', 'amin', 'nyatakan', 'gugat', 'mk']","['kpu', 'tetap', 'menang', 'amin', 'nyata', 'gugat', 'mk']"
1193,"Terima Himpunan Mahasiswa Buddhis, Bamsoet Dorong Kemajuan SDM Tanah Air",hard,terima himpunan mahasiswa buddhis bamsoet dorong kemajuan sdm tanah air,"['terima', 'himpunan', 'mahasiswa', 'buddhis', 'bamsoet', 'dorong', 'kemajuan', 'sdm', 'tanah', 'air']","['terima', 'himpunan', 'mahasiswa', 'buddhis', 'bamsoet', 'dorong', 'kemajuan', 'sdm', 'tanah', 'air']","['terima', 'himpun', 'mahasiswa', 'buddhis', 'bamsoet', 'dorong', 'maju', 'sdm', 'tanah', 'air']"
1194,BPJS Kesehatan Pastikan Berikan Layanan JKN Selama Libur Lebaran,hard,bpjs kesehatan pastikan berikan layanan jkn selama libur lebaran,"['bpjs', 'kesehatan', 'pastikan', 'berikan', 'layanan', 'jkn', 'selama', 'libur', 'lebaran']","['bpjs', 'kesehatan', 'pastikan', 'layanan', 'jkn', 'libur', 'lebaran']","['bpjs', 'sehat', 'pasti', 'layan', 'jkn', 'libur', 'lebaran']"
1195,Relawan RUMI: Kemenangan Prabowo-Gibran Kemenangan Rakyat Indonesia,hard,relawan rumi kemenangan prabowogibran kemenangan rakyat indonesia,"['relawan', 'rumi', 'kemenangan', 'prabowogibran', 'kemenangan', 'rakyat', 'indonesia']","['relawan', 'rumi', 'kemenangan', 'kemenangan', 'rakyat']","['rawan', 'rumi', 'menang', 'menang', 'rakyat']"
1196,"Hari Pertama Pendaftaran PHPU, MK: Belum Ada yang Daftar Sengketa Pileg",hard,hari pertama pendaftaran phpu mk belum ada yang daftar sengketa pileg,"['hari', 'pertama', 'pendaftaran', 'phpu', 'mk', 'belum', 'ada', 'yang', 'daftar', 'sengketa', 'pileg']","['pendaftaran', 'phpu', 'mk', 'daftar', 'sengketa', 'pileg']","['daftar', 'phpu', 'mk', 'daftar', 'sengketa', 'pileg']"
1197,Respons Ketua MK soal Hakim Guntur Hamzah Dilaporkan ke MKMK,hard,respons ketua mk soal hakim guntur hamzah dilaporkan ke mkmk,"['respons', 'ketua', 'mk', 'soal', 'hakim', 'guntur', 'hamzah', 'dilaporkan', 'ke', 'mkmk']","['respons', 'ketua', 'mk', 'hakim', 'guntur', 'hamzah', 'dilaporkan', 'mkmk']","['respons', 'ketua', 'mk', 'hakim', 'guntur', 'hamzah', 'lapor', 'mkmk']"
